register;points;region_1;title;price;province;region_2;variety;winery
112794;87;Toscana                   ;Falchini 2000 Campora Cabernet Sauvignon (Toscana)                                                ;               ;Tuscany          ;                 ;Cabernet Sauvignon        ;Falchini                       
112802;94;Amarone della Valpolicella;Masi 2001 Mazzano  (Amarone della Valpolicella Classico)                                          ;198;Veneto           ;                 ;Corvina, Rondinella, Molin;Masi                           
112822;87;Irpinia                   ;Nativ 2013 Aglianico (Irpinia)                                                                    ;24;Southern Italy   ;                 ;Aglianico                 ;Nativ                          
112826;87;Campania                  ;Rocca del Dragone 2012 Aglianico (Campania)                                                       ;14;Southern Italy   ;                 ;Aglianico                 ;Rocca del Dragone              
112828;87;Calabria                  ;Statti 2014 Gaglioppo (Calabria)                                                                  ;19;Southern Italy   ;                 ;Gaglioppo                 ;Statti                         
112829;87;Terre Siciliane           ;Tenute Orestiadi 2014 Molino a Vento Nero d'Avola (Terre Siciliane)                               ;10;Sicily & Sardinia;                 ;Nero d'Avola              ;Tenute Orestiadi               
112830;87;Sicilia                   ;Valle dell'Acate 2014 Tenuta Ibidini Nero d'Avola (Sicilia)                                       ;15;Sicily & Sardinia;                 ;Nero d'Avola              ;Valle dell'Acate               
112836;86;Sicilia                   ;MandraRossa 2014 Costa Dune Nero d'Avola (Sicilia)                                                ;10;Sicily & Sardinia;                 ;Nero d'Avola              ;MandraRossa                    
112842;86;Terre Siciliane           ;Cantine Ermes 2014 Vento di Mare Bio Nero d'Avola (Terre Siciliane)                               ;10;Sicily & Sardinia;                 ;Nero d'Avola              ;Cantine Ermes                  
112852;87;Valpolicella Classico Supe;Luigi Righetti 2008 Campolieti  (Valpolicella Classico Superiore Ripasso)                         ;17;Veneto           ;                 ;Corvina, Rondinella, Molin;Luigi Righetti                 
112854;87;Amarone della Valpolicella;Monteci 2004 Costa delle Corone  (Amarone della Valpolicella Classico)                            ;45;Veneto           ;                 ;Corvina, Rondinella, Molin;Monteci                        
112862;87;Valpolicella Classico Supe;Santi 2007 Solane  (Valpolicella Classico Superiore Ripasso)                                      ;15;Veneto           ;                 ;Corvina                   ;Santi                          
112863;87;Amarone della Valpolicella;Savoia 2004 Vigneti dei Coali  (Amarone della Valpolicella Classico)                              ;               ;Veneto           ;                 ;Corvina, Rondinella, Molin;Savoia                         
112867;87;Amarone della Valpolicella;Tommaso Bussola 2003  Amarone della Valpolicella Classico                                         ;               ;Veneto           ;                 ;Corvina, Rondinella, Molin;Tommaso Bussola                
112868;87;Valpolicella Superiore Rip;Vaona 2008 Pegrandi  (Valpolicella Superiore Ripasso)                                             ;               ;Veneto           ;                 ;Corvina, Rondinella, Molin;Vaona                          
112870;87;Valpolicella Superiore Rip;Tommaso Bussola 2005 Ca' del Laito  (Valpolicella Superiore Ripasso)                              ;               ;Veneto           ;                 ;Corvina, Rondinella, Molin;Tommaso Bussola                
112883;86;Valpolicella Ripasso      ;Cantina Sociale della Valpantena 2010 Torre del Falasco  (Valpolicella Ripasso)                   ;17;Veneto           ;                 ;Corvina, Rondinella, Molin;Cantina Sociale della Valpanten
112886;86;Valpolicella Classico Supe;Corte Archi 2009 Gli Archi  (Valpolicella Classico Superiore Ripasso)                             ;25;Veneto           ;                 ;Corvina, Rondinella, Molin;Corte Archi                    
112899;86;Valpolicella Classico Supe;La Collina dei Ciliegi 2010 Il Valpolicella Superiore  (Valpolicella Classico Superiore)          ;20;Veneto           ;                 ;Corvina, Rondinella, Molin;La Collina dei Ciliegi         
112902;86;Valpolicella Classico     ;Monte del Frá 2011 Tenuta Lena di Mezzo  (Valpolicella Classico)                                  ;16;Veneto           ;                 ;Corvina, Rondinella, Molin;Monte del Frá                  
112907;87;Montepulciano d'Abruzzo   ;Cantina Tollo 2009 Valle d'Oro  (Montepulciano d'Abruzzo)                                         ;12;Central Italy    ;                 ;Montepulciano             ;Cantina Tollo                  
112911;87;Salice Salentino          ;Feudi di San Marzano 2009 Red (Salice Salentino)                                                  ;               ;Southern Italy   ;                 ;Red Blend                 ;Feudi di San Marzano           
112923;83;Verdicchio dei Castelli di;Fattoria Laila 2010  Verdicchio dei Castelli di Jesi                                              ;12;Central Italy    ;                 ;Verdicchio                ;Fattoria Laila                 
112924;83;Orvieto Classico Superiore;Barberani 2011 Vi No SO2  (Orvieto Classico Superiore)                                            ;25;Central Italy    ;                 ;White Blend               ;Barberani                      
112944;87;Collio                    ;Colmello di Grotta 2015 Sauvignon (Collio)                                                        ;25;Northeastern Ital;                 ;Sauvignon                 ;Colmello di Grotta             
112948;87;Fiano di Avellino         ;Donnachiara 2016  Fiano di Avellino                                                               ;18;Southern Italy   ;                 ;Fiano                     ;Donnachiara                    
112950;87;Soave                     ;Fattori 2015 Motto Piane  (Soave)                                                                 ;20;Veneto           ;                 ;Garganega                 ;Fattori                        
112951;87;Terre Siciliane           ;Feudo Maccari 2016 Grillo (Terre Siciliane)                                                       ;16;Sicily & Sardinia;                 ;Grillo                    ;Feudo Maccari                  
112973;86;Chianti Classico          ;San Leonino 2013 Al Limite  (Chianti Classico)                                                    ;24;Tuscany          ;                 ;Sangiovese                ;San Leonino                    
112976;86;Chianti Classico          ;Castello di Querceto 2014  Chianti Classico                                                       ;14;Tuscany          ;                 ;Red Blend                 ;Castello di Querceto           
112977;86;Chianti Classico          ;Castello Vicchiomaggio 2014 San Jacopo  (Chianti Classico)                                        ;15;Tuscany          ;                 ;Red Blend                 ;Castello Vicchiomaggio         
112984;86;Chianti Classico          ;Stomennano 2009 Riserva  (Chianti Classico)                                                       ;48;Tuscany          ;                 ;Red Blend                 ;Stomennano                     
112989;86;Chianti Classico          ;Lornano 2012  Chianti Classico                                                                    ;24;Tuscany          ;                 ;Sangiovese                ;Lornano                        
112990;86;Chianti Classico          ;Luiz Barichello 2013 Turris  (Chianti Classico)                                                   ;30;Tuscany          ;                 ;Red Blend                 ;Luiz Barichello                
113009;86;Barbaresco                ;Giacosa Fratelli 2011 Basarin Vigna Gianmatè  (Barbaresco)                                        ;55;Piedmont         ;                 ;Nebbiolo                  ;Giacosa Fratelli               
113018;86;Barbaresco                ;Prinsi 2011 Gaia Principe  (Barbaresco)                                                           ;43;Piedmont         ;                 ;Nebbiolo                  ;Prinsi                         
113019;86;Barbaresco                ;Prinsi 2011 Gallina  (Barbaresco)                                                                 ;49;Piedmont         ;                 ;Nebbiolo                  ;Prinsi                         
113025;86;Barbaresco                ;La Contea 2011 Serragrilli  (Barbaresco)                                                          ;               ;Piedmont         ;                 ;Nebbiolo                  ;La Contea                      
113026;86;Barbaresco                ;Orlando Abrigo 2011 Meruzzano  (Barbaresco)                                                       ;55;Piedmont         ;                 ;Nebbiolo                  ;Orlando Abrigo                 
113031;90;Barolo                    ;Gianni Gagliardo 2012  Barolo                                                                     ;53;Piedmont         ;                 ;Nebbiolo                  ;Gianni Gagliardo               
113036;90;Coste della Sesia         ;Le Pianelle 2015 Al Posto dei Fiori Rosato (Coste della Sesia)                                    ;21;Piedmont         ;                 ;Rosato                    ;Le Pianelle                    
113051;90;Moscato d'Asti            ;Scagliola 2015 Primo Bacio  (Moscato d'Asti)                                                      ;20;Piedmont         ;                 ;Moscato                   ;Scagliola                      
113053;90;Colli Tortonesi           ;Vigne Marina Coppi 2014 Marine Favorita (Colli Tortonesi)                                         ;40;Piedmont         ;                 ;Favorita                  ;Vigne Marina Coppi             
113080;92;Barbaresco                ;Adriano Marco & Vittorio 2014 Sanadaive  (Barbaresco)                                             ;               ;Piedmont         ;                 ;Nebbiolo                  ;Adriano Marco & Vittorio       
113094;88;Toscana                   ;Barone Ricasoli 2006 Torricella Chardonnay (Toscana)                                              ;25;Tuscany          ;                 ;Chardonnay                ;Barone Ricasoli                
113102;88;Sicilia                   ;Tenuta di Serramarrocco 2005 Nero di Serramarrocco Nero d'Avola (Sicilia)                         ;38;Sicily & Sardinia;                 ;Nero d'Avola              ;Tenuta di Serramarrocco        
113107;88;Castel del Monte          ;Rivera 2003 Riserva Cappellaccio Aglianico (Castel del Monte)                                     ;20;Southern Italy   ;                 ;Aglianico                 ;Rivera                         
113109;88;Valpolicella Superiore Rip;Speri 2005  Valpolicella Superiore Ripasso                                                        ;28;Veneto           ;                 ;Red Blend                 ;Speri                          
113116;88;Aglianico del Vulture     ;Lucania 2005 Grifalco  (Aglianico del Vulture)                                                    ;25;Southern Italy   ;                 ;Aglianico                 ;Lucania                        
113124;88;Terre Siciliane           ;Di Giovanna 2015 Grillo (Terre Siciliane)                                                         ;18;Sicily & Sardinia;                 ;Grillo                    ;Di Giovanna                    
113132;88;Greco di Tufo             ;Donnachiara 2015  Greco di Tufo                                                                   ;20;Southern Italy   ;                 ;Greco                     ;Donnachiara                    
113133;88;Sicilia                   ;Donnafugata 2015 Lighea Zibibbo (Sicilia)                                                         ;20;Sicily & Sardinia;                 ;Zibibbo                   ;Donnafugata                    
113147;87;Romagna                   ;Trerè 2015 Lona Bona Sangiovese (Romagna)                                                         ;15;Central Italy    ;                 ;Sangiovese                ;Trerè                          
113151;87;Sicilia                   ;Fondo Antico 2014 Aprile Nero d'Avola (Sicilia)                                                   ;13;Sicily & Sardinia;                 ;Nero d'Avola              ;Fondo Antico                   
113152;87;Orvieto Classico          ;Bigi 2015 Amabile  (Orvieto Classico)                                                             ;13;Central Italy    ;                 ;White Blend               ;Bigi                           
113159;87;Vernaccia di San Gimignano;La Mormoraia 2015 Ostrea  (Vernaccia di San Gimignano)                                            ;15;Tuscany          ;                 ;Vernaccia                 ;La Mormoraia                   
113160;87;Vernaccia di San Gimignano;La Mormoraia 2015  Vernaccia di San Gimignano                                                     ;10;Tuscany          ;                 ;Vernaccia                 ;La Mormoraia                   
113164;87;Romagna                   ;Morini 2015 Morale Sangiovese (Romagna)                                                           ;13;Central Italy    ;                 ;Sangiovese                ;Morini                         
113165;87;Romagna                   ;Noelia Ricci 2015 Il Sangiovese Sangiovese (Romagna)                                              ;21;Central Italy    ;                 ;Sangiovese                ;Noelia Ricci                   
113169;87;Vernaccia di San Gimignano;Falchini 2013 Vigna a Solatio Riserva  (Vernaccia di San Gimignano)                               ;26;Tuscany          ;                 ;Vernaccia                 ;Falchini                       
113172;87;Vernaccia di San Gimignano;Il Colombaio di Santa Chiara 2014 Campo della Pieve  (Vernaccia di San Gimignano)                 ;24;Tuscany          ;                 ;Vernaccia                 ;Il Colombaio di Santa Chiara   
113190;88;Friuli                    ;Bernardis 2006 Ramandolo 750ml Verduzzo (Friuli)                                                  ;30;Northeastern Ital;                 ;Verduzzo                  ;Bernardis                      
113205;89;Vernaccia di San Gimignano;San Benedetto 2015  Vernaccia di San Gimignano                                                    ;20;Tuscany          ;                 ;Vernaccia                 ;San Benedetto                  
113207;89;Cannonau di Sardegna      ;Vigne Surrau 2014 Sincaru  (Cannonau di Sardegna)                                                 ;24;Sicily & Sardinia;                 ;Cannonau                  ;Vigne Surrau                   
113212;89;Vernaccia di San Gimignano;Alessandro Tofanari 2013 Astrea  (Vernaccia di San Gimignano)                                     ;21;Tuscany          ;                 ;Vernaccia                 ;Alessandro Tofanari            
113213;89;Taurasi                   ;Antico Castello 2010  Taurasi                                                                     ;45;Southern Italy   ;                 ;Aglianico                 ;Antico Castello                
113215;89;Vermentino di Sardegna    ;Argiolas 2015 Costamolino  (Vermentino di Sardegna)                                               ;15;Sicily & Sardinia;                 ;Vermentino                ;Argiolas                       
113216;89;Torgiano Rosso Riserva    ;Brocatelli Galli 2013 Santa Caterina Red (Torgiano Rosso Riserva)                                 ;30;Central Italy    ;                 ;Red Blend                 ;Brocatelli Galli               
113220;89;Romagna                   ;Celli 2015 I Croppi Albana (Romagna)                                                              ;15;Central Italy    ;                 ;Albana                    ;Celli                          
113226;89;Romagna                   ;Enio Ottaviani 2013 Sole Rosso Sangiovese (Romagna)                                               ;17;Central Italy    ;                 ;Sangiovese                ;Enio Ottaviani                 
113227;89;Romagna                   ;Fattoria Zerbina 2013 Pietramora Marzeno Riserva Sangiovese (Romagna)                             ;50;Central Italy    ;                 ;Sangiovese                ;Fattoria Zerbina               
113231;89;Vernaccia di San Gimignano;Massimo Daldin 2015 Vigna in Fiore  (Vernaccia di San Gimignano)                                  ;18;Tuscany          ;                 ;Vernaccia                 ;Massimo Daldin                 
113233;91;Dogliani Superiore        ;Pecchenino 2008 Bricco Botti  (Dogliani Superiore)                                                ;               ;Piedmont         ;                 ;Dolcetto                  ;Pecchenino                     
113237;91;Barbaresco                ;Musso 2009 Bricco Rio Sordo  (Barbaresco)                                                         ;46;Piedmont         ;                 ;Nebbiolo                  ;Musso                          
113238;91;Barolo                    ;Negretti 2008 Bricco Ambrogio  (Barolo)                                                           ;               ;Piedmont         ;                 ;Nebbiolo                  ;Negretti                       
113242;91;Barolo                    ;Prunotto 2008  Barolo                                                                             ;53;Piedmont         ;                 ;Nebbiolo                  ;Prunotto                       
113243;91;Barbaresco                ;Rivetti Massimo 2007 Serraboella Riserva  (Barbaresco)                                            ;               ;Piedmont         ;                 ;Nebbiolo                  ;Rivetti Massimo                
113247;91;Barbaresco                ;Albino Rocca 2009 Duemilanove  (Barbaresco)                                                       ;45;Piedmont         ;                 ;Nebbiolo                  ;Albino Rocca                   
113250;91;Barolo                    ;Marchesi di Barolo 2007 Barolo di Barolo  (Barolo)                                                ;90;Piedmont         ;                 ;Nebbiolo                  ;Marchesi di Barolo             
113251;91;Barolo                    ;Marchesi di Barolo 2008 Sarmassa  (Barolo)                                                        ;105;Piedmont         ;                 ;Nebbiolo                  ;Marchesi di Barolo             
113257;91;Barolo                    ;Terre da Vino 2008 Paesi Tuoi  (Barolo)                                                           ;50;Piedmont         ;                 ;Nebbiolo                  ;Terre da Vino                  
113258;91;Barolo                    ;Bel Colle 2008  Barolo                                                                            ;               ;Piedmont         ;                 ;Nebbiolo                  ;Bel Colle                      
113259;91;Barolo                    ;Beni di Batasiolo 2007 Vigneto Bofani  (Barolo)                                                   ;75;Piedmont         ;                 ;Nebbiolo                  ;Beni di Batasiolo              
113260;91;Barbaresco                ;Ca'Romè 2009 Sorì Rio Sordo  (Barbaresco)                                                         ;90;Piedmont         ;                 ;Nebbiolo                  ;Ca'Romè                        
113261;91;Barbaresco                ;Cascina delle Rose 2009 Tre Stelle  (Barbaresco)                                                  ;60;Piedmont         ;                 ;Nebbiolo                  ;Cascina delle Rose             
113262;91;Barbaresco                ;Cascina Morassino 2009 Morassino  (Barbaresco)                                                    ;22;Piedmont         ;                 ;Nebbiolo                  ;Cascina Morassino              
113264;87;Montepulciano d'Abruzzo   ;Talamonti 2009 Modà  (Montepulciano d'Abruzzo)                                                    ;10;Central Italy    ;                 ;Montepulciano             ;Talamonti                      
113266;87;Montepulciano d'Abruzzo Co;Tenuta Cerulli Spinozzi 2005 Torre Migliori  (Montepulciano d'Abruzzo Colline Teramane)           ;14;Central Italy    ;                 ;Montepulciano             ;Tenuta Cerulli Spinozzi        
113268;87;Montepulciano d'Abruzzo   ;Umani Ronchi 2009 Jorio  (Montepulciano d'Abruzzo)                                                ;17;Central Italy    ;                 ;Montepulciano             ;Umani Ronchi                   
113275;87;Primitivo del Salento     ;Vita Italia 2009 Il Trullo  (Primitivo del Salento)                                               ;               ;Southern Italy   ;                 ;Primitivo                 ;Vita Italia                    
113276;87;Salice Salentino          ;La Corte 2009 Red (Salice Salentino)                                                              ;11;Southern Italy   ;                 ;Red Blend                 ;La Corte                       
113278;87;Molise                    ;Cantine Cipressi 2006 Macchiarossa Tintilia (Molise)                                              ;25;Southern Italy   ;                 ;Tintilia                  ;Cantine Cipressi               
113281;87;Montepulciano d'Abruzzo   ;Ciavolich Giuseppe 2008 Divus  (Montepulciano d'Abruzzo)                                          ;21;Central Italy    ;                 ;Montepulciano             ;Ciavolich Giuseppe             
113282;87;Terre di Chieti           ;Farnese 2009 Casale Vecchio Pecorino (Terre di Chieti)                                            ;18;Central Italy    ;                 ;Pecorino                  ;Farnese                        
113286;87;Calabria                  ;Statti 2009 Gaglioppo (Calabria)                                                                  ;               ;Southern Italy   ;                 ;Gaglioppo                 ;Statti                         
113287;87;Puglia                    ;Teanum 2008 Òtre Aglianico (Puglia)                                                               ;18;Southern Italy   ;                 ;Aglianico                 ;Teanum                         
113288;87;Fiano di Avellino         ;Tenuta Cavalier Pepe 2010 Refiano  (Fiano di Avellino)                                            ;14;Southern Italy   ;                 ;Fiano                     ;Tenuta Cavalier Pepe           
113312;85;Chianti Classico          ;Castello di Selvole 2014  Chianti Classico                                                        ;18;Tuscany          ;                 ;Red Blend                 ;Castello di Selvole            
113314;85;Chianti Classico          ;Castellani 2010 Riserva  (Chianti Classico)                                                       ;26;Tuscany          ;                 ;Red Blend                 ;Castellani                     
113353;85;Toscana                   ;Villa Poggio Salvi 2008 Vermentino (Toscana)                                                      ;15;Tuscany          ;                 ;Vermentino                ;Villa Poggio Salvi             
113355;85;Toscana                   ;Bellini 2008 VYD Red (Toscana)                                                                    ;10;Tuscany          ;                 ;Red Blend                 ;Bellini                        
113400;87;Prosecco Treviso          ;La Jara 2011 Millesimato Dry  (Prosecco Treviso)                                                  ;16;Veneto           ;                 ;Glera                     ;La Jara                        
113401;87;Prosecco                  ;La Marca NV  Prosecco                                                                             ;17;Veneto           ;                 ;Glera                     ;La Marca                       
113403;87;Delle Venezie             ;Zenato 2011 Pinot Grigio (Delle Venezie)                                                          ;               ;Northeastern Ital;                 ;Pinot Grigio              ;Zenato                         
113406;87;Prosecco Treviso          ;De Faveri NV Frizzante Spago  (Prosecco Treviso)                                                  ;22;Veneto           ;                 ;Glera                     ;De Faveri                      
113407;87;Prosecco Treviso          ;De Stefani NV Zero Gran Cuvée Extra Dry  (Prosecco Treviso)                                       ;25;Veneto           ;                 ;Glera                     ;De Stefani                     
113409;87;Veneto                    ;Teresa Raiz NV Brut Ribolla Gialla (Veneto)                                                       ;30;Veneto           ;                 ;Ribolla Gialla            ;Teresa Raiz                    
113410;87;Conegliano Valdobbiadene P;Conte Collalto NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)                        ;15;Veneto           ;                 ;Glera                     ;Conte Collalto                 
113419;87;Conegliano Valdobbiadene P;Foss Marai NV Strada di Guia, 109 Brut  (Conegliano Valdobbiadene Prosecco Superiore)             ;13;Veneto           ;                 ;Glera                     ;Foss Marai                     
113420;87;Conegliano Valdobbiadene P;Gemin NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)                                 ;               ;Veneto           ;                 ;Glera                     ;Gemin                          
113424;89;Barbera d'Asti            ;Braida di Giacomo Bologna 2007 Montebruna  (Barbera d'Asti)                                       ;23;Piedmont         ;                 ;Barbera                   ;Braida di Giacomo Bologna      
113428;89;Barbera d'Asti            ;Damilano 2008  Barbera d'Asti                                                                     ;19;Piedmont         ;                 ;Barbera                   ;Damilano                       
113430;89;Barbera d'Alba Superiore  ;Enrico Serafino 2006 Parduné  (Barbera d'Alba Superiore)                                          ;               ;Piedmont         ;                 ;Barbera                   ;Enrico Serafino                
113432;89;Barbera d'Alba            ;Fratelli Casetta 2007 Suri  (Barbera d'Alba)                                                      ;               ;Piedmont         ;                 ;Barbera                   ;Fratelli Casetta               
113433;89;Barbera del Monferrato Sup;Giulio Accornero e Figli 2007 Bricco Battista  (Barbera del Monferrato Superiore)                 ;30;Piedmont         ;                 ;Barbera                   ;Giulio Accornero e Figli       
113436;89;Barbera del Monferrato Sup;Marco Canato 2006 Rapet  (Barbera del Monferrato Superiore)                                       ;               ;Piedmont         ;                 ;Barbera                   ;Marco Canato                   
113437;89;Barbera d'Alba            ;Orlando Abrigo 2008 Vigna Roreto  (Barbera d'Alba)                                                ;20;Piedmont         ;                 ;Barbera                   ;Orlando Abrigo                 
113439;89;Barbera d'Asti Superiore  ;Scrimaglio 2007 Croutin  (Barbera d'Asti Superiore)                                               ;               ;Piedmont         ;                 ;Barbera                   ;Scrimaglio                     
113441;89;Barbera del Monferrato Sup;Tenuta La Tenaglia 2007 1930 Una Buona Annata  (Barbera del Monferrato Superiore)                 ;               ;Piedmont         ;                 ;Barbera                   ;Tenuta La Tenaglia             
113443;89;Barbera d'Alba            ;Agostino Bosco 2007  Barbera d'Alba                                                               ;30;Piedmont         ;                 ;Barbera                   ;Agostino Bosco                 
113445;89;Barbera d'Asti            ;Erede di Chiappone Armando 2007 Brentura  (Barbera d'Asti)                                        ;               ;Piedmont         ;                 ;Barbera                   ;Erede di Chiappone Armando     
113446;89;Barbera d'Alba Superiore  ;Giacomo Vico 2007  Barbera d'Alba Superiore                                                       ;24;Piedmont         ;                 ;Barbera                   ;Giacomo Vico                   
113458;89;Sicilia                   ;MandraRossa 2014 Carthago Nero d'Avola (Sicilia)                                                  ;26;Sicily & Sardinia;                 ;Nero d'Avola              ;MandraRossa                    
113470;89;Vittoria                  ;Valle dell'Acate 2014 Il Moro Nero d'Avola (Vittoria)                                             ;26;Sicily & Sardinia;                 ;Nero d'Avola              ;Valle dell'Acate               
113474;89;Dolcetto d'Alba           ;Cascina Bruciata 2016 Rian  (Dolcetto d'Alba)                                                     ;22;Piedmont         ;                 ;Dolcetto                  ;Cascina Bruciata               
113475;89;Barbaresco                ;Ceste 2014  Barbaresco                                                                            ;35;Piedmont         ;                 ;Nebbiolo                  ;Ceste                          
113479;86;Toscana                   ;Jacopo Biondi-Santi 2011 Braccale White (Toscana)                                                 ;19;Tuscany          ;                 ;White Blend               ;Jacopo Biondi-Santi            
113483;86;Conegliano Valdobbiadene P;Merotto NV Colbelo Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)                       ;26;Veneto           ;                 ;Glera                     ;Merotto                        
113484;86;Conegliano Valdobbiadene P;Mionetto NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)                              ;18;Veneto           ;                 ;Glera                     ;Mionetto                       
113486;86;Sicilia                   ;Orion Wine 2011 È 100 Per Cento Unoaked Chardonnay (Sicilia)                                      ;11;Sicily & Sardinia;                 ;Chardonnay                ;Orion Wine                     
113488;86;Gambellara Classico       ;Domenico Cavazza 2011 Bocara  (Gambellara Classico)                                               ;18;Veneto           ;                 ;Garganega                 ;Domenico Cavazza               
113491;86;Conegliano Valdobbiadene P;Giavi 2012 Prima Volta Brut  (Conegliano Valdobbiadene Prosecco Superiore)                        ;16;Veneto           ;                 ;Glera                     ;Giavi                          
113496;86;Prosecco                  ;Anna Spinato 2012 4or Extra Dry  (Prosecco)                                                       ;18;Veneto           ;                 ;Glera                     ;Anna Spinato                   
113498;86;Veneto                    ;Bacio della Luna NV Extra Dry Rosè Pinot Nero (Veneto)                                            ;20;Veneto           ;                 ;Pinot Nero                ;Bacio della Luna               
113500;86;Salento                   ;Tenute Mater Domini 2011 Marangi Negroamaro (Salento)                                             ;15;Southern Italy   ;                 ;Negroamaro                ;Tenute Mater Domini            
113501;86;Emilia                    ;Torre Fornello 2011 Dorian Red (Emilia)                                                           ;11;Central Italy    ;                 ;Red Blend                 ;Torre Fornello                 
113502;86;Conegliano Valdobbiadene P;Valdellövo NV Anno Zero Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore)                  ;18;Veneto           ;                 ;Glera                     ;Valdellövo                     
113503;86;Veneto                    ;Zardetto NV Private Cuvée Brut Sparkling (Veneto)                                                 ;12;Veneto           ;                 ;Sparkling Blend           ;Zardetto                       
113506;90;Barbera d'Asti            ;Bava 2015 Libera  (Barbera d'Asti)                                                                ;24;Piedmont         ;                 ;Barbera                   ;Bava                           
113507;90;Barolo                    ;Bersano 2011 Riserva  (Barolo)                                                                    ;               ;Piedmont         ;                 ;Nebbiolo                  ;Bersano                        
113530;90;Bardolino Chiaretto       ;Le Fraghe 2016 Rodon  (Bardolino Chiaretto)                                                       ;16;Veneto           ;                 ;Red Blend                 ;Le Fraghe                      
113535;90;Barbaresco                ;Socré 2011 Roncaglie  (Barbaresco)                                                                ;49;Piedmont         ;                 ;Nebbiolo                  ;Socré                          
113559;90;Barbaresco                ;Oddero 2011 Gallina  (Barbaresco)                                                                 ;48;Piedmont         ;                 ;Nebbiolo                  ;Oddero                         
113605;86;Prosecco                  ;Bisol NV Belstar Brut  (Prosecco)                                                                 ;12;Veneto           ;                 ;Glera                     ;Bisol                          
113607;86;Prosecco                  ;Cavit NV Lunetta  (Prosecco)                                                                      ;14;Veneto           ;                 ;Glera                     ;Cavit                          
113618;86;Prosecco Treviso          ;Mionetto NV Brut Prestige  (Prosecco Treviso)                                                     ;14;Veneto           ;                 ;Glera                     ;Mionetto                       
113623;86;Prosecco Treviso          ;LaLuca NV Extra Dry  (Prosecco Treviso)                                                           ;14;Veneto           ;                 ;Glera                     ;LaLuca                         
113628;86;Prosecco                  ;Tommasi NV Filo Dora  (Prosecco)                                                                  ;13;Veneto           ;                 ;Glera                     ;Tommasi                        
113629;86;Prosecco                  ;Zonin NV Cuvée 1821 Brut  (Prosecco)                                                              ;15;Veneto           ;                 ;Glera                     ;Zonin                          
113630;86;Prosecco                  ;Ménage à Trois NV Dry  (Prosecco)                                                                 ;15;Veneto           ;                 ;Glera                     ;Ménage à Trois                 
113647;92;Greco di Tufo             ;Benito Ferrara 2012 Vigna Cicogna  (Greco di Tufo)                                                ;26;Southern Italy   ;                 ;Greco                     ;Benito Ferrara                 
113653;92;Fiano di Avellino         ;Feudi di San Gregorio 2012 Pietracalda  (Fiano di Avellino)                                       ;37;Southern Italy   ;                 ;Fiano                     ;Feudi di San Gregorio          
113689;90;Colli Orientali del Friuli;Cantarutti 2006 Ribolla Gialla (Colli Orientali del Friuli)                                       ;20;Northeastern Ital;                 ;Ribolla Gialla            ;Cantarutti                     
113728;88;Chianti Classico          ;Badia a Coltibuono 2014 RS  (Chianti Classico)                                                    ;15;Tuscany          ;                 ;Sangiovese                ;Badia a Coltibuono             
113745;88;Brunello di Montalcino    ;Tassi 2011  Brunello di Montalcino                                                                ;               ;Tuscany          ;                 ;Sangiovese                ;Tassi                          
113746;88;Brunello di Montalcino    ;Tenuta Vitanza 2011  Brunello di Montalcino                                                       ;50;Tuscany          ;                 ;Sangiovese                ;Tenuta Vitanza                 
113751;88;Chianti Classico          ;Il Molino di Grace 2013  Chianti Classico                                                         ;21;Tuscany          ;                 ;Sangiovese                ;Il Molino di Grace             
113752;88;Chianti Classico          ;Istine 2013 Casanova dell'Aia  (Chianti Classico)                                                 ;35;Tuscany          ;                 ;Red Blend                 ;Istine                         
113753;88;Chianti Classico          ;Istine 2013  Chianti Classico                                                                     ;40;Tuscany          ;                 ;Sangiovese                ;Istine                         
113755;88;Rosso di Montepulciano    ;La Calonica 2015  Rosso di Montepulciano                                                          ;20;Tuscany          ;                 ;Red Blend                 ;La Calonica                    
113764;89;Barolo                    ;Giacomo Ascheri 2001 Sorano Coste & Bricco  (Barolo)                                              ;60;Piedmont         ;                 ;Nebbiolo                  ;Giacomo Ascheri                
113770;89;Barolo                    ;Michele Chiarlo 2003 Cannubi  (Barolo)                                                            ;90;Piedmont         ;                 ;Nebbiolo                  ;Michele Chiarlo                
113774;88;Barbera d'Alba            ;Marcarini 2005 Ciabot Camerano  (Barbera d'Alba)                                                  ;18;Piedmont         ;                 ;Barbera                   ;Marcarini                      
113775;88;Barolo                    ;Michele Chiarlo 2003 Tortoniano  (Barolo)                                                         ;47;Piedmont         ;                 ;Nebbiolo                  ;Michele Chiarlo                
113781;90;Franciacorta              ;La Valle 2009 Naturalis Extra Brut Sparkling (Franciacorta)                                       ;55;Lombardy         ;                 ;Sparkling Blend           ;La Valle                       
113803;90;Alto Adige                ;Abbazia di Novacella 2012 Praepositus Moscato Rosa (Alto Adige)                                   ;30;Northeastern Ital;                 ;Moscato Rosa              ;Abbazia di Novacella           
113804;90;Alto Adige                ;Cantina Terlano 2011 Porphyr Riserva Lagrein (Alto Adige)                                         ;60;Northeastern Ital;                 ;Lagrein                   ;Cantina Terlano                
